Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Total Revenue
15567,19,1,186.01,4,1,1,411,Needs Attention,186.01
15568,3,3,758.29,4,2,2,422,Needs Attention,758.29
15569,104,10,3586.35,2,3,4,234,At Risk,3586.35
15570,8,25,9311.04,4,3,4,434,Champions,9311.04
15571,12,14,4051.63,4,3,4,434,Champions,4051.63
15572,5,10,4068.67,4,3,4,434,Champions,4068.67
15573,32,5,1207.18,3,2,3,323,Loyal,1207.18
15574,178,6,1518.7,2,3,3,233,At Risk,1518.7
15575,620,1,30.1,1,1,1,111,Lost,30.1
15576,38,1,940.67,3,1,3,313,Loyal,940.67
15577,152,5,397.98,2,2,2,222,At Risk,397.98
15578,163,1,127.1,2,1,1,211,Lost,127.1
15579,69,5,1302.5,3,2,3,323,Loyal,1302.5
15580,377,8,1381.19,2,3,3,233,At Risk,1381.19
15581,121,38,7794.59,2,3,4,234,At Risk,7794.59
15582,25,3,682.91,4,2,2,422,Needs Attention,682.91
15583,377,1,107.86,2,1,1,211,Lost,107.86
15584,24,6,1277.5,4,3,3,433,Champions,1277.5
15585,177,1,455.3,2,1,2,212,Needs Attention,455.3
15586,593,3,1139.1,1,2,3,123,At Risk,1139.1
15587,51,7,1522.08,3,3,3,333,Loyal,1522.08
15588,678,1,579.6,1,1,2,112,Needs Attention,579.6
15589,256,3,478.53,2,2,2,222,At Risk,478.53
15590,383,5,1496.6,1,2,3,123,At Risk,1496.6
15591,583,3,217.9,1,2,1,121,Needs Attention,217.9
15592,47,1,388.58,3,1,2,312,Needs Attention,388.58
15593,71,1,199.8,3,1,1,311,Needs Attention,199.8
15594,16,5,1771.78,4,2,3,423,Champions,1771.78
15595,488,1,357.6,1,1,2,112,Needs Attention,357.6
15596,101,9,3130.04,2,3,4,234,At Risk,3130.04
15597,36,2,563.37,3,1,2,312,Needs Attention,563.37
15598,54,2,548.02,3,1,2,312,Needs Attention,548.02
15599,27,3,1250.06,3,2,3,323,Loyal,1250.06
15600,429,4,1199.31,1,2,3,123,At Risk,1199.31
15601,12,30,14960.12,4,3,4,434,Champions,14960.12
15602,9,16,3230.51,4,3,4,434,Champions,3230.51
15603,79,2,88.48,3,1,1,311,Needs Attention,88.48
15604,53,1,216.39,3,1,1,311,Needs Attention,216.39
15605,37,9,1936.8,3,3,3,333,Loyal,1936.8
15606,62,17,5230.99,3,3,4,334,Loyal,5230.99
15607,337,9,1708.97,2,3,3,233,At Risk,1708.97
15608,29,5,1785.98,3,2,3,323,Loyal,1785.98
15609,185,1,298.48,2,1,1,211,Lost,298.48
15610,52,1,112.46,3,1,1,311,Needs Attention,112.46
15611,10,26,2997.28,4,3,4,434,Champions,2997.28
15612,37,2,195.15,3,1,1,311,Needs Attention,195.15
15613,611,1,433.72,1,1,2,112,Needs Attention,433.72
15614,438,4,3147.36,1,2,4,124,At Risk,3147.36
15615,11,47,21373.97,4,3,4,434,Champions,21373.97
15616,439,1,317.11,1,1,1,111,Lost,317.11
15617,397,3,828.55,1,2,2,122,At Risk,828.55
15618,33,4,776.85,3,2,2,322,Needs Attention,776.85
15619,11,1,336.4,4,1,1,411,Needs Attention,336.4
15620,57,4,1942.36,3,2,3,323,Loyal,1942.36
15621,5,4,1293.03,4,2,3,423,Champions,1293.03
15622,44,17,7852.61,3,3,4,334,Loyal,7852.61
15623,142,8,2437.05,2,3,4,234,At Risk,2437.05
15624,117,4,588.13,2,2,2,222,At Risk,588.13
15625,104,9,3236.4,2,3,4,234,At Risk,3236.4
15626,75,3,1067.52,3,2,3,323,Loyal,1067.52
15627,458,2,566.9,1,1,2,112,Needs Attention,566.9
15628,5,17,5652.26,4,3,4,434,Champions,5652.26
15629,451,4,2240.9,1,2,3,123,At Risk,2240.9
15630,46,3,1481.4,3,2,3,323,Loyal,1481.4
15631,643,1,596.67,1,1,2,112,Needs Attention,596.67
15632,16,8,3285.31,4,3,4,434,Champions,3285.31
15633,510,13,4352.46,1,3,4,134,At Risk,4352.46
15634,18,2,554.65,4,1,2,412,Needs Attention,554.65
15635,396,1,100.35,1,1,1,111,Lost,100.35
15636,90,4,1444.58,3,2,3,323,Loyal,1444.58
15637,53,5,797.59,3,2,2,322,Needs Attention,797.59
15638,379,6,2265.2,2,3,3,233,At Risk,2265.2
15639,135,3,1065.08,2,2,3,223,At Risk,1065.08
15640,5,29,23957.58,4,3,4,434,Champions,23957.58
15641,106,12,5345.55,2,3,4,234,At Risk,5345.55
15642,730,1,105.78,1,1,1,111,Lost,105.78
15643,192,3,664.0,2,2,2,222,At Risk,664.0
15644,167,4,813.0,2,2,2,222,At Risk,813.0
15645,19,3,1055.17,4,2,3,423,Champions,1055.17
15646,158,5,974.61,2,2,3,223,At Risk,974.61
15647,416,1,169.0,1,1,1,111,Lost,169.0
15648,205,2,657.35,2,1,2,212,Needs Attention,657.35
15649,337,4,2170.35,2,2,3,223,At Risk,2170.35
15650,522,2,553.88,1,1,2,112,Needs Attention,553.88
15651,37,5,1259.06,3,2,3,323,Loyal,1259.06
15652,92,5,1420.34,3,2,3,323,Loyal,1420.34
15653,93,2,877.44,3,1,2,312,Needs Attention,877.44
15654,10,2,922.53,4,1,3,413,Loyal,922.53
15655,244,1,560.67,2,1,2,212,Needs Attention,560.67
15656,46,4,748.5,3,2,2,322,Needs Attention,748.5
15657,23,1,30.0,4,1,1,411,Needs Attention,30.0
15658,191,8,2423.47,2,3,4,234,At Risk,2423.47
15659,44,3,532.49,3,2,2,322,Needs Attention,532.49
15660,26,15,2812.99,4,3,4,434,Champions,2812.99
15661,318,8,1215.95,2,3,3,233,At Risk,1215.95
15662,662,2,283.73,1,1,1,111,Lost,283.73
15663,107,1,138.14,2,1,1,211,Lost,138.14
15664,51,4,1254.03,3,2,3,323,Loyal,1254.03
15665,169,5,4015.12,2,2,4,224,At Risk,4015.12
15666,473,2,632.94,1,1,2,112,Needs Attention,632.94
15667,40,1,301.32,3,1,1,311,Needs Attention,301.32
15668,218,1,76.32,2,1,1,211,Lost,76.32
15669,41,4,684.34,3,2,2,322,Needs Attention,684.34
15670,297,2,325.2,2,1,1,211,Lost,325.2
15671,19,7,2657.13,4,3,4,434,Champions,2657.13
15672,726,1,45.3,1,1,1,111,Lost,45.3
15673,89,9,6414.79,3,3,4,334,Loyal,6414.79
15674,74,13,6948.23,3,3,4,334,Loyal,6948.23
15675,82,4,542.04,3,2,2,322,Needs Attention,542.04
15676,19,3,3435.76,4,2,4,424,Champions,3435.76
15677,50,3,1305.63,3,2,3,323,Loyal,1305.63
15678,53,3,1893.89,3,2,3,323,Loyal,1893.89
15679,25,4,781.28,4,2,2,422,Needs Attention,781.28
15680,10,10,4507.58,4,3,4,434,Champions,4507.58
15681,26,14,2989.7,4,3,4,434,Champions,2989.7
15682,600,2,318.24,1,1,1,111,Lost,318.24
15683,118,2,524.54,2,1,2,212,Needs Attention,524.54
15684,548,3,173.95,1,2,1,121,Needs Attention,173.95
15685,451,1,55.98,1,1,1,111,Lost,55.98
15686,421,1,90.0,1,1,1,111,Lost,90.0
15687,9,9,2993.1,4,3,4,434,Champions,2993.1
15688,419,1,190.57,1,1,1,111,Lost,190.57
15689,120,3,521.03,2,2,2,222,At Risk,521.03
15690,5,2,239.76,4,1,1,411,Needs Attention,239.76
15691,253,4,571.3,2,2,2,222,At Risk,571.3
15692,29,1,191.04,3,1,1,311,Needs Attention,191.04
15693,660,1,37.5,1,1,1,111,Lost,37.5
15694,1,24,10810.81,4,3,4,434,Champions,10810.81
15695,267,4,1131.04,2,2,3,223,At Risk,1131.04
15696,34,13,3906.57,3,3,4,334,Loyal,3906.57
15697,690,1,246.75,1,1,1,111,Lost,246.75
15698,625,1,46.2,1,1,1,111,Lost,46.2
15699,18,1,309.65,4,1,1,411,Needs Attention,309.65
15700,173,2,696.68,2,1,2,212,Needs Attention,696.68
15701,3,4,1542.14,4,2,3,423,Champions,1542.14
15702,477,2,140.39,1,1,1,111,Lost,140.39
15703,265,1,211.5,2,1,1,211,Lost,211.5
15704,141,6,3817.96,2,3,4,234,At Risk,3817.96
15705,202,1,143.1,2,1,1,211,Lost,143.1
15706,64,4,1060.56,3,2,3,323,Loyal,1060.56
15707,36,4,945.58,3,2,3,323,Loyal,945.58
15708,41,9,4378.72,3,3,4,334,Loyal,4378.72
15709,284,2,327.85,2,1,1,211,Lost,327.85
15710,418,1,898.87,1,1,2,112,Needs Attention,898.87
15711,557,2,420.25,1,1,2,112,Needs Attention,420.25
15712,10,12,3472.41,4,3,4,434,Champions,3472.41
15713,144,4,1010.79,2,2,3,223,At Risk,1010.79
15714,12,5,784.81,4,2,2,422,Needs Attention,784.81
15715,556,5,658.02,1,2,2,122,At Risk,658.02
15716,146,11,3056.81,2,3,4,234,At Risk,3056.81
15717,235,5,607.0,2,2,2,222,At Risk,607.0
15718,541,1,293.79,1,1,1,111,Lost,293.79
15719,33,31,10223.06,3,3,4,334,Loyal,10223.06
15720,25,2,741.92,4,1,2,412,Needs Attention,741.92
15721,12,1,507.08,4,1,2,412,Needs Attention,507.08
15722,36,11,5258.1,3,3,4,334,Loyal,5258.1
15723,365,4,947.65,2,2,3,223,At Risk,947.65
15724,202,3,310.85,2,2,1,221,Needs Attention,310.85
15725,16,1,415.25,4,1,2,412,Needs Attention,415.25
15726,391,1,321.91,1,1,1,111,Lost,321.91
15727,17,15,9445.51,4,3,4,434,Champions,9445.51
15728,380,2,544.6,2,1,2,212,Needs Attention,544.6
15729,213,3,192.55,2,2,1,221,Needs Attention,192.55
15730,66,5,1726.58,3,2,3,323,Loyal,1726.58
15731,554,1,125.3,1,1,1,111,Lost,125.3
15732,213,10,1682.07,2,3,3,233,At Risk,1682.07
15733,283,1,162.3,2,1,1,211,Lost,162.3
15734,115,4,2263.3,2,2,3,223,At Risk,2263.3
15735,422,1,327.68,1,1,1,111,Lost,327.68
15736,436,2,1815.72,1,1,3,113,Needs Attention,1815.72
15737,15,8,1205.12,4,3,3,433,Champions,1205.12
15738,19,41,13372.97,4,3,4,434,Champions,13372.97
15739,67,1,449.12,3,1,2,312,Needs Attention,449.12
15740,50,1,154.88,3,1,1,311,Needs Attention,154.88
15741,459,2,208.62,1,1,1,111,Lost,208.62
15742,620,1,156.87,1,1,1,111,Lost,156.87
15743,17,4,784.46,4,2,2,422,Needs Attention,784.46
15744,78,1,34.8,3,1,1,311,Needs Attention,34.8
15745,20,4,1094.59,4,2,3,423,Champions,1094.59
15746,135,1,196.88,2,1,1,211,Lost,196.88
15747,13,9,2562.61,4,3,4,434,Champions,2562.61
15748,41,3,614.76,3,2,2,322,Needs Attention,614.76
15749,236,3,44534.3,2,2,4,224,At Risk,44534.3
15750,3,18,6797.19,4,3,4,434,Champions,6797.19
15751,461,11,1380.44,1,3,3,133,At Risk,1380.44
15752,40,9,4207.54,3,3,4,334,Loyal,4207.54
15753,305,1,79.2,2,1,1,211,Lost,79.2
15754,52,9,3037.61,3,3,4,334,Loyal,3037.61
15755,11,17,5993.12,4,3,4,434,Champions,5993.12
15756,62,4,532.96,3,2,2,322,Needs Attention,532.96
15757,66,6,2940.36,3,3,4,334,Loyal,2940.36
15758,25,1,205.25,4,1,1,411,Needs Attention,205.25
15759,219,7,830.93,2,3,2,232,At Risk,830.93
15760,631,2,13916.34,1,1,4,114,Needs Attention,13916.34
15761,443,1,143.05,1,1,1,111,Lost,143.05
15762,66,2,583.75,3,1,2,312,Needs Attention,583.75
15763,32,2,1086.92,3,1,3,313,Loyal,1086.92
15764,89,8,4503.08,3,3,4,334,Loyal,4503.08
15765,667,1,370.63,1,1,2,112,Needs Attention,370.63
15766,65,3,831.06,3,2,2,322,Needs Attention,831.06
15768,116,34,15601.09,2,3,4,234,At Risk,15601.09
15769,8,46,88704.32,4,3,4,434,Champions,88704.32
15770,613,1,321.45,1,1,1,111,Lost,321.45
15771,605,3,1006.54,1,2,3,123,At Risk,1006.54
15772,419,1,280.88,1,1,1,111,Lost,280.88
15773,6,2,774.52,4,1,2,412,Needs Attention,774.52
15774,69,6,1329.94,3,3,3,333,Loyal,1329.94
15775,246,2,150.5,2,1,1,211,Lost,150.5
15776,134,1,241.62,2,1,1,211,Lost,241.62
15777,242,7,1762.61,2,3,3,233,At Risk,1762.61
15778,432,1,307.95,1,1,1,111,Lost,307.95
15779,464,2,124.08,1,1,1,111,Lost,124.08
15780,184,3,475.28,2,2,2,222,At Risk,475.28
15781,26,3,345.46,4,2,1,421,Needs Attention,345.46
15782,10,4,4014.1,4,2,4,424,Champions,4014.1
15783,11,1,246.3,4,1,1,411,Needs Attention,246.3
15784,468,2,848.33,1,1,2,112,Needs Attention,848.33
15785,33,16,5969.93,3,3,4,334,Loyal,5969.93
15786,47,5,8514.82,3,2,4,324,Loyal,8514.82
15787,27,3,948.05,3,2,3,323,Loyal,948.05
15788,509,1,221.83,1,1,1,111,Lost,221.83
15789,359,6,1962.01,2,3,3,233,At Risk,1962.01
15790,11,1,220.85,4,1,1,411,Needs Attention,220.85
15791,44,5,3608.34,3,2,4,324,Loyal,3608.34
15792,400,2,933.84,1,1,3,113,Needs Attention,933.84
15793,15,8,2399.57,4,3,4,434,Champions,2399.57
15794,737,2,777.0,1,1,2,112,Needs Attention,777.0
15795,150,8,1979.87,2,3,3,233,At Risk,1979.87
15796,2,17,5175.83,4,3,4,434,Champions,5175.83
15797,114,6,2821.08,2,3,4,234,At Risk,2821.08
15798,493,3,1535.37,1,2,3,123,At Risk,1535.37
15799,76,4,1424.29,3,2,3,323,Loyal,1424.29
15800,108,7,1242.58,2,3,3,233,At Risk,1242.58
15801,47,3,1063.95,3,2,3,323,Loyal,1063.95
15802,143,1,451.42,2,1,2,212,Needs Attention,451.42
15803,52,4,1929.66,3,2,3,323,Loyal,1929.66
15804,1,13,4206.39,4,3,4,434,Champions,4206.39
15805,24,30,10189.23,4,3,4,434,Champions,10189.23
15806,47,3,784.58,3,2,2,322,Needs Attention,784.58
15807,51,5,1817.52,3,2,3,323,Loyal,1817.52
15808,307,21,18409.93,2,3,4,234,At Risk,18409.93
15809,37,7,1274.44,3,3,3,333,Loyal,1274.44
15810,79,8,2999.04,3,3,4,334,Loyal,2999.04
15811,23,7,3890.52,4,3,4,434,Champions,3890.52
15812,108,12,5201.47,2,3,4,234,At Risk,5201.47
15813,208,2,1303.91,2,1,3,213,Needs Attention,1303.91
15814,17,6,2634.44,4,3,4,434,Champions,2634.44
15815,64,5,2100.6,3,2,3,323,Loyal,2100.6
15816,543,2,144.15,1,1,1,111,Lost,144.15
15817,421,3,2766.4,1,2,4,124,At Risk,2766.4
15818,589,1,340.5,1,1,1,111,Lost,340.5
15819,50,10,3934.79,3,3,4,334,Loyal,3934.79
15820,320,1,206.98,2,1,1,211,Lost,206.98
15821,45,2,570.96,3,1,2,312,Needs Attention,570.96
15822,4,6,1840.06,4,3,3,433,Champions,1840.06
15823,373,3,3897.17,2,2,4,224,At Risk,3897.17
15824,454,2,890.94,1,1,2,112,Needs Attention,890.94
15825,173,1,532.94,2,1,2,212,Needs Attention,532.94
15826,57,4,2598.28,3,2,4,324,Loyal,2598.28
15827,74,28,3794.07,3,3,4,334,Loyal,3794.07
15828,376,1,1108.82,2,1,3,213,Needs Attention,1108.82
15829,100,2,636.14,2,1,2,212,Needs Attention,636.14
15830,38,1,576.0,3,1,2,312,Needs Attention,576.0
15831,59,3,801.76,3,2,2,322,Needs Attention,801.76
15832,255,1,836.79,2,1,2,212,Needs Attention,836.79
15833,738,1,80.4,1,1,1,111,Lost,80.4
15834,71,7,3772.99,3,3,4,334,Loyal,3772.99
15835,45,4,954.09,3,2,3,323,Loyal,954.09
15836,51,1,137.37,3,1,1,311,Needs Attention,137.37
15837,65,2,777.01,3,1,2,312,Needs Attention,777.01
15838,12,34,74163.0,4,3,4,434,Champions,74163.0
15839,34,3,1048.49,3,2,3,323,Loyal,1048.49
15840,59,2,355.56,3,1,2,312,Needs Attention,355.56
15841,73,9,2742.41,3,3,4,334,Loyal,2742.41
15842,394,2,548.8,1,1,2,112,Needs Attention,548.8
15843,304,1,118.95,2,1,1,211,Lost,118.95
15844,47,1,130.74,3,1,1,311,Needs Attention,130.74
15845,18,11,4426.28,4,3,4,434,Champions,4426.28
15846,386,1,107.01,1,1,1,111,Lost,107.01
15847,39,5,822.57,3,2,2,322,Needs Attention,822.57
15848,622,1,139.94,1,1,1,111,Lost,139.94
15850,20,6,1058.72,4,3,3,433,Champions,1058.72
15851,527,1,109.73,1,1,1,111,Lost,109.73
15852,187,3,257.26,2,2,1,221,Needs Attention,257.26
15853,52,1,110.8,3,1,1,311,Needs Attention,110.8
15854,5,21,5583.81,4,3,4,434,Champions,5583.81
15855,137,6,1052.72,2,3,3,233,At Risk,1052.72
15856,5,52,34220.34,4,3,4,434,Champions,34220.34
15857,19,2,570.48,4,1,2,412,Needs Attention,570.48
15858,16,13,3960.37,4,3,4,434,Champions,3960.37
15859,433,1,438.46,1,1,2,112,Needs Attention,438.46
15860,41,17,2505.21,3,3,4,334,Loyal,2505.21
15861,13,12,4401.79,4,3,4,434,Champions,4401.79
15862,9,13,2928.29,4,3,4,434,Champions,2928.29
15863,26,5,358.7,4,2,2,422,Needs Attention,358.7
15864,23,7,2180.76,4,3,3,433,Champions,2180.76
15865,41,5,2248.92,3,2,3,323,Loyal,2248.92
15866,102,1,230.53,2,1,1,211,Lost,230.53
15867,6,31,9063.95,4,3,4,434,Champions,9063.95
15868,584,1,94.53,1,1,1,111,Lost,94.53
15869,278,3,323.66,2,2,1,221,Needs Attention,323.66
15870,33,4,862.61,3,2,2,322,Needs Attention,862.61
15871,438,1,33.1,1,1,1,111,Lost,33.1
15872,15,4,795.68,4,2,2,422,Needs Attention,795.68
15873,500,4,313.92,1,2,1,121,Needs Attention,313.92
15874,64,21,11284.76,3,3,4,334,Loyal,11284.76
15875,647,1,111.72,1,1,1,111,Lost,111.72
15876,410,2,1449.14,1,1,3,113,Needs Attention,1449.14
15877,2,2,493.28,4,1,2,412,Needs Attention,493.28
15878,562,2,330.77,1,1,1,111,Lost,330.77
15879,405,4,1157.3,1,2,3,123,At Risk,1157.3
15880,370,1,686.56,2,1,2,212,Needs Attention,686.56
15881,313,5,501.39,2,2,2,222,At Risk,501.39
15882,199,8,1495.98,2,3,3,233,At Risk,1495.98
15883,3,2,396.48,4,1,2,412,Needs Attention,396.48
15884,433,2,249.7,1,1,1,111,Lost,249.7
15885,93,15,1951.82,3,3,3,333,Loyal,1951.82
15886,61,4,1052.87,3,2,3,323,Loyal,1052.87
15887,407,3,1027.15,1,2,3,123,At Risk,1027.15
15888,81,3,429.16,3,2,2,322,Needs Attention,429.16
15889,157,8,1806.28,2,3,3,233,At Risk,1806.28
15890,395,5,535.65,1,2,2,122,At Risk,535.65
15891,227,1,524.52,2,1,2,212,Needs Attention,524.52
15892,670,1,128.2,1,1,1,111,Lost,128.2
15893,482,1,305.28,1,1,1,111,Lost,305.28
15894,254,2,420.29,2,1,2,212,Needs Attention,420.29
15895,150,1,179.17,2,1,1,211,Lost,179.17
15897,195,2,222.05,2,1,1,211,Lost,222.05
15898,2,25,5596.31,4,3,4,434,Champions,5596.31
15899,369,1,112.5,2,1,1,211,Lost,112.5
15900,24,4,900.4,4,2,3,423,Champions,900.4
15901,17,7,703.22,4,3,2,432,Needs Attention,703.22
15902,381,1,145.01,1,1,1,111,Lost,145.01
15903,10,12,8939.84,4,3,4,434,Champions,8939.84
15904,9,1,164.68,4,1,1,411,Needs Attention,164.68
15905,544,1,114.69,1,1,1,111,Lost,114.69
15906,20,10,2555.64,4,3,4,434,Champions,2555.64
15907,4,3,967.45,4,2,3,423,Champions,967.45
15908,491,2,764.57,1,1,2,112,Needs Attention,764.57
15909,174,1,191.94,2,1,1,211,Lost,191.94
15910,1,15,2681.8,4,3,4,434,Champions,2681.8
15911,624,8,1702.34,1,3,3,133,At Risk,1702.34
15912,179,9,1074.7,2,3,3,233,At Risk,1074.7
15913,535,1,6.3,1,1,1,111,Lost,6.3
15914,379,2,205.99,2,1,1,211,Lost,205.99
15915,402,1,429.21,1,1,2,112,Needs Attention,429.21
15916,17,13,3427.17,4,3,4,434,Champions,3427.17
15917,248,5,560.63,2,2,2,222,At Risk,560.63
15918,191,3,582.88,2,2,2,222,At Risk,582.88
15919,20,2,910.61,4,1,3,413,Loyal,910.61
15920,155,9,571.64,2,3,2,232,At Risk,571.64
15921,173,4,802.11,2,2,2,222,At Risk,802.11
15922,374,1,739.0,2,1,2,212,Needs Attention,739.0
15923,373,1,254.16,2,1,1,211,Lost,254.16
15924,732,1,102.82,1,1,1,111,Lost,102.82
15925,195,1,207.15,2,1,1,211,Lost,207.15
15926,543,1,134.44,1,1,1,111,Lost,134.44
15927,648,1,123.39,1,1,1,111,Lost,123.39
15928,657,1,293.53,1,1,1,111,Lost,293.53
15929,645,1,594.0,1,1,2,112,Needs Attention,594.0
15930,68,1,426.63,3,1,2,312,Needs Attention,426.63
15931,429,1,239.9,1,1,1,111,Lost,239.9
15932,5,8,2495.87,4,3,4,434,Champions,2495.87
15933,22,3,1107.46,4,2,3,423,Champions,1107.46
15934,418,2,2190.66,1,1,3,113,Needs Attention,2190.66
15935,240,2,416.86,2,1,2,212,Needs Attention,416.86
15936,380,2,282.79,2,1,1,211,Lost,282.79
15937,65,1,145.35,3,1,1,311,Needs Attention,145.35
15938,113,9,734.81,2,3,2,232,At Risk,734.81
15939,90,16,9060.39,3,3,4,334,Loyal,9060.39
15940,312,1,35.8,2,1,1,211,Lost,35.8
15941,638,1,405.0,1,1,2,112,Needs Attention,405.0
15942,134,1,337.44,2,1,1,211,Lost,337.44
15943,650,2,271.29,1,1,1,111,Lost,271.29
15944,277,4,2164.24,2,2,3,223,At Risk,2164.24
15945,366,4,827.27,2,2,2,222,At Risk,827.27
15946,503,3,2304.18,1,2,3,123,At Risk,2304.18
15947,83,1,1708.24,3,1,3,313,Loyal,1708.24
15948,9,3,1509.09,4,2,3,423,Champions,1509.09
15949,17,2,364.72,4,1,2,412,Needs Attention,364.72
15950,32,10,7180.71,3,3,4,334,Loyal,7180.71
15951,9,3,1013.17,4,2,3,423,Champions,1013.17
15952,34,4,806.57,3,2,2,322,Needs Attention,806.57
15953,16,18,3669.55,4,3,4,434,Champions,3669.55
15954,590,1,190.75,1,1,1,111,Lost,190.75
15955,25,22,8658.36,4,3,4,434,Champions,8658.36
15956,552,2,617.6,1,1,2,112,Needs Attention,617.6
15957,32,3,930.1,3,2,3,323,Loyal,930.1
15958,75,4,492.99,3,2,2,322,Needs Attention,492.99
15959,683,3,579.49,1,2,2,122,At Risk,579.49
15960,375,4,410.95,2,2,2,222,At Risk,410.95
15961,380,1,451.29,2,1,2,212,Needs Attention,451.29
15962,450,1,295.83,1,1,1,111,Lost,295.83
15963,20,2,470.76,4,1,2,412,Needs Attention,470.76
15964,664,1,272.96,1,1,1,111,Lost,272.96
15965,18,13,3013.09,4,3,4,434,Champions,3013.09
15966,451,1,426.53,1,1,2,112,Needs Attention,426.53
15967,24,12,3041.6,4,3,4,434,Champions,3041.6
15968,389,1,418.05,1,1,2,112,Needs Attention,418.05
15969,3,5,1127.05,4,2,3,423,Champions,1127.05
15970,304,2,1017.32,2,1,3,213,Needs Attention,1017.32
15971,18,18,5902.83,4,3,4,434,Champions,5902.83
15972,457,5,1810.27,1,2,3,123,At Risk,1810.27
15973,367,3,988.44,2,2,3,223,At Risk,988.44
15974,40,7,3442.15,3,3,4,334,Loyal,3442.15
15975,85,1,371.01,3,1,2,312,Needs Attention,371.01
15976,166,6,1746.64,2,3,3,233,At Risk,1746.64
15977,18,2,1054.73,4,1,3,413,Loyal,1054.73
15978,78,3,3279.42,3,2,4,324,Loyal,3279.42
15979,603,1,329.22,1,1,1,111,Lost,329.22
15980,89,7,6593.68,3,3,4,334,Loyal,6593.68
15981,25,21,9362.77,4,3,4,434,Champions,9362.77
15982,606,1,324.51,1,1,1,111,Lost,324.51
15983,23,8,3958.82,4,3,4,434,Champions,3958.82
15984,3,30,8759.32,4,3,4,434,Champions,8759.32
15985,124,7,2715.28,2,3,4,234,At Risk,2715.28
15986,31,2,354.42,3,1,2,312,Needs Attention,354.42
15987,13,8,1682.13,4,3,3,433,Champions,1682.13
15988,20,3,770.09,4,2,2,422,Needs Attention,770.09
15989,376,2,372.51,2,1,2,212,Needs Attention,372.51
15990,45,7,2010.05,3,3,3,333,Loyal,2010.05
15991,535,1,150.55,1,1,1,111,Lost,150.55
15992,4,3,896.6,4,2,2,422,Needs Attention,896.6
15993,9,7,2797.57,4,3,4,434,Champions,2797.57
15994,55,3,1202.18,3,2,3,323,Loyal,1202.18
15995,415,1,696.19,1,1,2,112,Needs Attention,696.19
15996,89,7,1686.9,3,3,3,333,Loyal,1686.9
15998,37,16,8308.34,3,3,4,334,Loyal,8308.34
15999,736,1,20.4,1,1,1,111,Lost,20.4
16000,3,3,12393.7,4,2,4,424,Champions,12393.7
16001,382,1,583.39,1,1,2,112,Needs Attention,583.39
16002,626,1,169.21,1,1,1,111,Lost,169.21
16003,30,10,5613.83,3,3,4,334,Loyal,5613.83
16004,475,5,2146.39,1,2,3,123,At Risk,2146.39
16005,13,10,2436.22,4,3,4,434,Champions,2436.22
16006,212,2,347.17,2,1,1,211,Lost,347.17
16007,48,7,3075.14,3,3,4,334,Loyal,3075.14
16008,24,15,5384.13,4,3,4,434,Champions,5384.13
16009,23,4,992.71,4,2,3,423,Champions,992.71
16010,246,11,1724.06,2,3,3,233,At Risk,1724.06
16011,9,29,5880.46,4,3,4,434,Champions,5880.46
16012,36,5,2989.79,3,2,4,324,Loyal,2989.79
16013,4,84,57446.44,4,3,4,434,Champions,57446.44
16014,38,5,1130.27,3,2,3,323,Loyal,1130.27
16015,4,3,705.39,4,2,2,422,Needs Attention,705.39
16016,4,11,2533.94,4,3,4,434,Champions,2533.94
16017,48,5,1553.83,3,2,3,323,Loyal,1553.83
16018,40,4,698.13,3,2,2,322,Needs Attention,698.13
16019,47,27,17465.85,3,3,4,334,Loyal,17465.85
16020,17,3,851.01,4,2,2,422,Needs Attention,851.01
16021,396,2,532.25,1,1,2,112,Needs Attention,532.25
16022,261,1,628.28,2,1,2,212,Needs Attention,628.28
16023,47,3,719.81,3,2,2,322,Needs Attention,719.81
16024,13,3,484.2,4,2,2,422,Needs Attention,484.2
16025,30,1,439.66,3,1,2,312,Needs Attention,439.66
16026,44,1,236.09,3,1,1,311,Needs Attention,236.09
16027,92,15,2048.36,3,3,3,333,Loyal,2048.36
16028,596,1,82.2,1,1,1,111,Lost,82.2
16029,39,107,122209.14,3,3,4,334,Loyal,122209.14
16030,310,1,331.24,2,1,1,211,Lost,331.24
16031,93,2,548.94,3,1,2,312,Needs Attention,548.94
16032,457,6,1970.45,1,3,3,133,At Risk,1970.45
16033,6,27,10836.13,4,3,4,434,Champions,10836.13
16034,197,6,928.72,2,3,3,233,At Risk,928.72
16035,561,1,217.73,1,1,1,111,Lost,217.73
16036,88,4,2556.84,3,2,4,324,Loyal,2556.84
16037,270,5,1509.34,2,2,3,223,At Risk,1509.34
16038,8,3,471.78,4,2,2,422,Needs Attention,471.78
16039,424,2,456.4,1,1,2,112,Needs Attention,456.4
16040,66,7,2416.9,3,3,4,334,Loyal,2416.9
16041,31,3,3166.4,3,2,4,324,Loyal,3166.4
16042,23,8,2265.12,4,3,3,433,Champions,2265.12
16043,38,8,1856.59,3,3,3,333,Loyal,1856.59
16044,436,1,340.84,1,1,1,111,Lost,340.84
16045,120,8,3434.93,2,3,4,234,At Risk,3434.93
16046,563,1,235.78,1,1,1,111,Lost,235.78
16047,683,1,107.14,1,1,1,111,Lost,107.14
16048,374,4,1075.23,2,2,3,223,At Risk,1075.23
